"BRCA","COAD","HNSC","KIRC","KIRP","LIHC","LUAD","LUSC","PRAD","STAD","THCA","UCEC"
0,0,0.00437636761487958,0,0.00465838509316774,0,0,0,0,0.00826446280991733,0,0
0,0,0,0,0.0459110473457677,0,0,0.024390243902439,0,0.0124688279301745,0,0.00854700854700852
0,0,0.0399201596806388,0.0018281535648994,0.123626373626374,0,0,0.069620253164557,0.00158982511923689,0.0721393034825871,0.0300957592339262,0.0464135021097046
0.494545454545455,0.302405498281787,0.40748031496063,0.036764705882353,0.156474820143885,0.0598958333333334,0.268518518518518,0.111111111111111,0.277899343544858,0.279742765273312,0.329809725158562,0.125
0.0546075085324231,0.017274472168906,0.507389162561576,0.135593220338983,0.227557411273486,0.0138248847926267,0.021505376344086,0.240677966101695,0.428571428571428,0.197368421052632,0.559726962457338,0
0,0.00196463654223966,0,0,0.00751879699248126,0.019277108433735,0,0.110552763819095,0.00655737704918036,0.0227848101265823,0.01669449081803,0.00443458980044353
0.105072463768116,0.0437017994858612,0.681451612903226,0.295081967213115,0.394957983193277,0.447236180904523,0.278606965174129,0.138157894736842,0.742388758782201,0.201277955271565,0.658371040723982,0.0471698113207547
0.0740740740740741,0.268072289156626,0.0984848484848485,0.119113573407202,0.30990990990991,0.0224719101123596,0.096,0.0273972602739727,0.0455445544554456,0.45360824742268,0.108294930875576,0.136200716845878
0.372881355932203,0.507936507936508,0.583333333333333,0.41994750656168,0.834782608695652,0.479289940828402,0.410526315789474,0.34965034965035,0.601895734597156,0.675925925925926,0.295890410958904,0.492462311557789
0,0.00253164556962027,0.159836065573771,0.1784140969163,0.353166986564299,0.26578073089701,0.00724637681159424,0,0.291925465838509,0.131832797427653,0.383863080684597,0.289617486338798
0,0.00264550264550267,0.00450450450450457,0.286026200873362,0.522243713733075,0.285714285714286,0,0.0357142857142857,0.376582278481013,0.132947976878613,0.246913580246914,0.304109589041096
0.0125,0,0.425619834710744,0.350993377483444,0.704280155642023,0.323770491803279,0,0.104166666666667,0.387755102040816,0.385382059800664,0.688836104513064,0.404494382022472
0.0342857142857144,0.265682656826568,0.259345794392523,0.0453172205438066,0.258527827648115,0.125730994152047,0.145348837209302,0.0869565217391304,0.113846153846154,0.222929936305732,0.0262237762237763,0.321266968325792
0.025974025974026,0.10762331838565,0.23873121869783,0.226315789473684,0.102389078498294,0.0153846153846153,0.0180180180180181,0.198653198653199,0.0690537084398977,0.0376470588235295,0.159574468085106,0.0683760683760684
0,0.0193548387096774,0.00458715596330284,0.0146198830409356,0.178571428571428,0.123249299719888,0,0.205714285714286,0.468164794007491,0.167664670658683,0.309468822170901,0.208994708994709
0,0.0249307479224377,0.144347826086957,0.0106382978723404,0.0183356840620593,0,0.0227272727272727,0.0866666666666667,0.00191938579654516,0.0254957507082153,0.0237037037037037,0
0.0995475113122171,0.512544802867384,0.136482939632546,0.0455840455840456,0.330324909747292,0.00689655172413794,0.185483870967742,0.0567375886524824,0.049792531120332,0.432098765432099,0.094488188976378,0.236051502145923
0,0,0,0,0.0736086175942549,0,0.00662251655629142,0,0,0.100806451612903,0.00542005420054203,0.00652173913043486
0,0.00307692307692309,0,0.00484261501210659,0.158432708688245,0,0,0.0140845070422536,0.00166112956810627,0.109929078014184,0.00649350649350655,0.0152173913043478
0.00413223140495866,0.0246913580246914,0.0404624277456647,0.0138888888888888,0.256535947712418,0.00921658986175111,0.00980392156862742,0.138613861386139,0.0052356020942409,0.251851851851852,0.0466531440162271,0.0697167755991286
0.580645161290323,0.306306306306306,0.319047619047619,0.00584795321637432,0.135755258126195,0.0144404332129965,0.147540983606557,0.00952380952380949,0.292682926829268,0.25,0.0980392156862745,0.184100418410042
0.0168776371308017,0.00227272727272732,0.359066427289048,0.0656934306569343,0.134736842105263,0,0,0.0612244897959184,0.350230414746544,0.00555555555555554,0.169257340241796,0
0,0,0,0,0.0252631578947369,0.0136518771331059,0.00847457627118653,0,0.00900900900900914,0.126811594202899,0.00269541778975746,0.00674157303370782
0.0871559633027523,0.00634920634920644,0.453563714902808,0.0785340314136126,0.134686346863469,0.0588235294117647,0.026595744680851,0.0170940170940171,0.646778042959427,0.0179856115107914,0.198067632850242,0.0187793427230047
0,0,0.170833333333333,0.241895261845386,0.302367941712204,0.219081272084806,0.0275862068965518,0.00970873786407778,0.238993710691824,0.152492668621701,0.282685512367491,0.150649350649351
0,0,0.00454545454545452,0.30188679245283,0.462385321100917,0.205357142857143,0.0380952380952381,0.0267857142857143,0.327974276527331,0.17983651226158,0.31304347826087,0.16710182767624
0.0454545454545455,0.0133779264214048,0.484848484848485,0.474358974358974,0.659176029962547,0.298642533936652,0.0309278350515464,0.224806201550388,0.363957597173145,0.379518072289157,0.23002421307506,0.236220472440945
0.0491803278688525,0.349019607843137,0.243055555555556,0.0957446808510639,0.292727272727273,0.148026315789474,0.106951871657754,0.0955882352941176,0.133333333333333,0.214285714285714,0.024,0.276699029126214
0.0112359550561798,0.020618556701031,0.237458193979933,0.16260162601626,0.0988274706867672,0.00621118012422361,0.00819672131147542,0.156351791530945,0.0393700787401575,0.0387931034482758,0.0276497695852534,0.00289855072463774
0.0116279069767442,0.00422832980972521,0.00462962962962965,0.0264900662251655,0.146110056925996,0.0993975903614459,0.0175438596491229,0.117021276595745,0.423076923076923,0.217514124293785,0.0550724637681159,0.0835443037974684
0,0.0277008310249308,0.140869565217391,0.0117994100294986,0.0266479663394109,0,0.00529100529100535,0.0188679245283019,0.016260162601626,0.028061224489796,0.0145530145530145,0
0.304347826086956,0.512562814070352,0.0750000000000001,0.634730538922156,0.632754342431762,0.179411764705882,0.2,0,0.747330960854093,0.423529411764706,0.501901140684411,0.772079772079772
0.285714285714286,0.103448275862069,0.223529411764706,0.529569892473118,0.436538461538462,0.536764705882353,0.179775280898876,0,0.693430656934307,0.271428571428571,0.45873786407767,0.591133004926108
0,0,0.0125944584382871,0.0594405594405595,0.0792452830188679,0.276595744680851,0.014354066985646,0,0,0,0,0.111675126903553
0,0.181818181818182,0.0289115646258503,0.0393120393120393,0.031936127744511,0.0103448275862069,0.0491803278688525,0.00375939849624063,0.00636942675159224,0.0139372822299653,0.00395256916996045,0.189497716894977
0.240963855421687,0.445255474452555,0.0123456790123457,0.0704225352112676,0.466876971608833,0.385474860335196,0.247422680412371,0,0.449838187702265,0.428571428571428,0.199475065616798,0.643051771117166
0,0.0814814814814815,0.00192307692307692,0,0,0,0,0,0,0,0,0
0.0947368421052632,0.176136363636364,0.00680272108843527,0.609819121447028,0.674747474747475,0.251824817518248,0.140350877192982,0.0384615384615385,0.756363636363636,0.268595041322314,0.270588235294118,0.540284360189573
0,0,0,0.0288184438040346,0.15547703180212,0.0305343511450381,0,0,0.0115740740740741,0.00366300366300376,0.00240963855421683,0.105
0,0.127118644067797,0.00183823529411775,0.0816326530612245,0.077338129496403,0.058252427184466,0.0232558139534883,0.033457249070632,0.00817995910020441,0.0122324159021406,0.00718390804597691,0.174496644295302
0.253164556962025,0.435606060606061,0.1,0.081570996978852,0.334146341463415,0.0395061728395062,0.0384615384615385,0.0390624999999999,0.551495016611296,0.481481481481482,0.128205128205128,0.618666666666667
0,0.0956175298804781,0,0,0.00297176820208023,0,0,0.011904761904762,0.0016778523489932,0.00398406374501992,0,0
0,0,0.120772946859903,0.0674157303370786,0.222039473684211,0.182072829131653,0,0.0360360360360361,0.0199004975124378,0.0528169014084507,0.0146818923327896,0.262872628726287
0,0.0031152647975079,0.126689189189189,0.121076233183857,0.122349102773246,0.0129310344827587,0.0128205128205128,0.134275618374558,0.0086580086580087,0.0171428571428572,0.146649810366625,0.25629290617849
0.191780821917808,0.0785714285714286,0,0.0583333333333333,0.2421875,0.230337078651685,0.0909090909090909,0.0538922155688623,0.594202898550725,0.314655172413793,0.387096774193548,0.531553398058252
0,0.0588235294117647,0.0466786355475763,0,0.0105820105820106,0,0,0,0.00175746924428821,0.00362318840579701,0.0125523012552301,0
0.0160427807486631,0.0055401662049861,0.466780238500852,0.0399999999999999,0.127472527472527,0.0384615384615385,0.0391061452513968,0.130434782608696,0.210374639769452,0.0286624203821656,0.322635135135135,0.092948717948718
0,0,0,0.0176991150442478,0.0429864253393666,0.479289940828402,0.0228571428571428,0.0915032679738562,0.0677506775067751,0,0.0551876379690949,0.0958549222797928
0.0508474576271187,0.0482456140350878,0.468809073724008,0.088235294117647,0.13926499032882,0.064139941690962,0.13963963963964,0.11214953271028,0.256594724220624,0.0427350427350428,0.42654028436019,0
0,0.338753387533875,0.00185185185185188,0.0129310344827587,0.0600522193211488,0.0162337662337663,0.0919540229885056,0.268707482993197,0.0440835266821347,0.0378548895899053,0.177469135802469,0.304123711340206
0.0499999999999999,0.147058823529412,0.625207296849088,0.0634920634920636,0.256470588235294,0.0229885057471264,0.0180722891566265,0.124567474048443,0.418092909535452,0.387096774193548,0.545296167247387,0.0784313725490197
0,0.15987460815047,0,0,0.00836820083682022,0.0353260869565217,0,0.0650887573964497,0.00180831826401451,0.00401606425702816,0.0337477797513321,0.00847457627118653
