"Chap","Prot","DB","evidence","weight"
"CLPP","MRPL21","STRING","combined_score",237
"CLPP","NDUFAF1","STRING","coexpression",79
"CLPP","NDUFAF1","STRING","coexpression_transferred",62
"CLPP","NDUFAF1","STRING","experiments",114
"CLPP","NDUFAF1","STRING","textmining",160
"CLPP","NDUFAF1","STRING","textmining_transferred",58
"CLPP","NDUFAF1","STRING","combined_score",283
"CLPP","MRPS9","STRING","coexpression",136
"CLPP","MRPS9","STRING","coexpression_transferred",65
"CLPP","MRPS9","STRING","textmining_transferred",77
"CLPP","MRPS9","STRING","combined_score",189
"CLPP","MRPL15","STRING","neighborhood_transferred",70
"CLPP","MRPL15","STRING","coexpression",71
"CLPP","MRPL15","STRING","coexpression_transferred",103
"CLPP","MRPL15","STRING","textmining_transferred",42
"CLPP","MRPL15","STRING","combined_score",158
"CLPP","MRPL24","STRING","neighborhood_transferred",51
"CLPP","MRPL24","STRING","coexpression",100
"CLPP","MRPL24","STRING","coexpression_transferred",146
"CLPP","MRPL24","STRING","textmining_transferred",236
"CLPP","MRPL24","STRING","combined_score",368
"CLPP","PCCB","STRING","neighborhood_transferred",46
"CLPP","PCCB","STRING","coexpression_transferred",64
"CLPP","PCCB","STRING","textmining_transferred",210
"CLPP","PCCB","STRING","combined_score",232
"CLPP","MRPS7","STRING","coexpression",122
"CLPP","MRPS7","STRING","coexpression_transferred",146
"CLPP","MRPS7","STRING","textmining",113
"CLPP","MRPS7","STRING","textmining_transferred",143
"CLPP","MRPS7","STRING","combined_score",353
"CLPP","MRPS12","STRING","neighborhood_transferred",42
"CLPP","MRPS12","STRING","coexpression",159
"CLPP","MRPS12","STRING","coexpression_transferred",122
"CLPP","MRPS12","STRING","experiments",118
"CLPP","MRPS12","STRING","textmining_transferred",286
"CLPP","MRPS12","STRING","combined_score",473
"CLPP","CLPB","STRING","neighborhood_transferred",73
"CLPP","CLPB","STRING","coexpression",49
"CLPP","CLPB","STRING","coexpression_transferred",166
"CLPP","CLPB","STRING","experiments_transferred",729
"CLPP","CLPB","STRING","textmining",973
"CLPP","CLPB","STRING","textmining_transferred",521
"CLPP","CLPB","STRING","combined_score",996
"CLPP","TMEM126A","STRING","coexpression",48
"CLPP","TMEM126A","STRING","coexpression_transferred",82
"CLPP","TMEM126A","STRING","textmining",113
"CLPP","TMEM126A","STRING","combined_score",157
"CLPP","MRPL36","STRING","neighborhood_transferred",77
"CLPP","MRPL36","STRING","coexpression",61
"CLPP","MRPL36","STRING","coexpression_transferred",271
"CLPP","MRPL36","STRING","textmining",113
"CLPP","MRPL36","STRING","textmining_transferred",112
"CLPP","MRPL36","STRING","combined_score",411
"CLPP","FARS2","STRING","coexpression_transferred",84
"CLPP","FARS2","STRING","textmining",93
"CLPP","FARS2","STRING","textmining_transferred",65
"CLPP","FARS2","STRING","combined_score",155
"CLPP","NDUFA7","STRING","coexpression",45
"CLPP","NDUFA7","STRING","coexpression_transferred",246
"CLPP","NDUFA7","STRING","textmining",81
"CLPP","NDUFA7","STRING","textmining_transferred",48
"CLPP","NDUFA7","STRING","combined_score",285
"CLPP","TIMM17A","STRING","coexpression_transferred",110
"CLPP","TIMM17A","STRING","textmining",517
"CLPP","TIMM17A","STRING","textmining_transferred",149
"CLPP","TIMM17A","STRING","combined_score",602
"CLPP","MRPS18C","STRING","coexpression_transferred",145
"CLPP","MRPS18C","STRING","textmining_transferred",140
"CLPP","MRPS18C","STRING","combined_score",233
"CLPP","PPIF","STRING","coexpression_transferred",64
"CLPP","PPIF","STRING","textmining",180
"CLPP","PPIF","STRING","textmining_transferred",81
"CLPP","PPIF","STRING","combined_score",233
"CLPP","TIMM22","STRING","coexpression",72
"CLPP","TIMM22","STRING","coexpression_transferred",69
"CLPP","TIMM22","STRING","textmining",109
"CLPP","TIMM22","STRING","textmining_transferred",137
"CLPP","TIMM22","STRING","combined_score",246
"CLPP","ETHE1","STRING","neighborhood_transferred",78
"CLPP","ETHE1","STRING","coexpression_transferred",84
"CLPP","ETHE1","STRING","textmining",54
"CLPP","ETHE1","STRING","textmining_transferred",115
"CLPP","ETHE1","STRING","combined_score",198
"CLPP","MRPL20","STRING","neighborhood_transferred",44
"CLPP","MRPL20","STRING","coexpression",72
"CLPP","MRPL20","STRING","coexpression_transferred",137
"CLPP","MRPL20","STRING","textmining_transferred",403
"CLPP","MRPL20","STRING","combined_score",481
"CLPP","TOMM22","STRING","coexpression",90
"CLPP","TOMM22","STRING","textmining",150
"CLPP","TOMM22","STRING","textmining_transferred",41
"CLPP","TOMM22","STRING","combined_score",193
"CLPP","NDUFB2","STRING","coexpression",88
"CLPP","NDUFB2","STRING","coexpression_transferred",64
"CLPP","NDUFB2","STRING","textmining",452
"CLPP","NDUFB2","STRING","textmining_transferred",203
"CLPP","NDUFB2","STRING","combined_score",577
"CLPP","MRPS34","STRING","coexpression",170
"CLPP","MRPS34","STRING","coexpression_transferred",637
"CLPP","MRPS34","STRING","combined_score",685
"CLPP","ETFB","STRING","coexpression",95
"CLPP","ETFB","STRING","coexpression_transferred",109
"CLPP","ETFB","STRING","textmining",90
"CLPP","ETFB","STRING","textmining_transferred",130
"CLPP","ETFB","STRING","combined_score",276
"CLPP","ATPIF1","STRING","coexpression_transferred",84
"CLPP","ATPIF1","STRING","textmining",562
"CLPP","ATPIF1","STRING","combined_score",581
"CLPP","CHCHD3","STRING","coexpression",72
"CLPP","CHCHD3","STRING","coexpression_transferred",53
"CLPP","CHCHD3","STRING","textmining",156
"CLPP","CHCHD3","STRING","textmining_transferred",393
"CLPP","CHCHD3","STRING","combined_score",489
"CLPP","POLDIP2","STRING","coexpression",45
"CLPP","POLDIP2","STRING","coexpression_transferred",270
"CLPP","POLDIP2","STRING","experiments",114
"CLPP","POLDIP2","STRING","textmining",90
"CLPP","POLDIP2","STRING","textmining_transferred",182
"CLPP","POLDIP2","STRING","combined_score",456
"CLPP","MRPL22","STRING","neighborhood_transferred",43
"CLPP","MRPL22","STRING","coexpression",104
"CLPP","MRPL22","STRING","coexpression_transferred",100
"CLPP","MRPL22","STRING","textmining",82
"CLPP","MRPL22","STRING","textmining_transferred",142
"CLPP","MRPL22","STRING","combined_score",281
"CLPP","IDH2","STRING","coexpression_transferred",64
"CLPP","IDH2","STRING","textmining",63
"CLPP","IDH2","STRING","textmining_transferred",116
"CLPP","IDH2","STRING","combined_score",156
"CLPP","GCDH","STRING","coexpression",77
"CLPP","GCDH","STRING","experiments",114
"CLPP","GCDH","STRING","textmining",75
"CLPP","GCDH","STRING","combined_score",177
"CLPP","PPA2","STRING","coexpression_transferred",147
"CLPP","PPA2","STRING","experiments",275
"CLPP","PPA2","STRING","textmining_transferred",260
"CLPP","PPA2","STRING","combined_score",502
"CLPP","MRPL9","STRING","coexpression",116
"CLPP","MRPL9","STRING","coexpression_transferred",66
"CLPP","MRPL9","STRING","experiments_transferred",61
"CLPP","MRPL9","STRING","textmining_transferred",302
"CLPP","MRPL9","STRING","combined_score",386
"CLPP","CHCHD10","STRING","coexpression_transferred",110
"CLPP","CHCHD10","STRING","textmining",112
"CLPP","CHCHD10","STRING","textmining_transferred",43
"CLPP","CHCHD10","STRING","combined_score",177
"CLPP","SMDT1","STRING","coexpression_transferred",85
"CLPP","SMDT1","STRING","textmining_transferred",187
"CLPP","SMDT1","STRING","combined_score",224
"CLPP","HAGH","STRING","neighborhood_transferred",78
"CLPP","HAGH","STRING","coexpression_transferred",84
"CLPP","HAGH","STRING","textmining_transferred",115
"CLPP","HAGH","STRING","combined_score",187
"CLPP","COX14","STRING","coexpression",77
"CLPP","COX14","STRING","coexpression_transferred",80
"CLPP","COX14","STRING","experiments",118
"CLPP","COX14","STRING","textmining",63
"CLPP","COX14","STRING","combined_score",204
"CLPP","MRPS16","STRING","neighborhood_transferred",50
"CLPP","MRPS16","STRING","coexpression",115
"CLPP","MRPS16","STRING","coexpression_transferred",139
"CLPP","MRPS16","STRING","experiments_transferred",56
"CLPP","MRPS16","STRING","textmining",95
"CLPP","MRPS16","STRING","textmining_transferred",303
"CLPP","MRPS16","STRING","combined_score",468
"CLPP","NDUFA10","STRING","coexpression",55
"CLPP","NDUFA10","STRING","coexpression_transferred",65
"CLPP","NDUFA10","STRING","experiments",274
"CLPP","NDUFA10","STRING","textmining",75
"CLPP","NDUFA10","STRING","combined_score",327
"CLPP","SLIRP","STRING","coexpression",42
"CLPP","SLIRP","STRING","coexpression_transferred",62
"CLPP","SLIRP","STRING","textmining",108
"CLPP","SLIRP","STRING","textmining_transferred",124
"CLPP","SLIRP","STRING","combined_score",203
"CLPP","NDUFA8","STRING","coexpression",88
"CLPP","NDUFA8","STRING","coexpression_transferred",650
"CLPP","NDUFA8","STRING","combined_score",667
"CLPP","NDUFB11","STRING","coexpression",188
"CLPP","NDUFB11","STRING","coexpression_transferred",202
"CLPP","NDUFB11","STRING","textmining",103
"CLPP","NDUFB11","STRING","textmining_transferred",107
"CLPP","NDUFB11","STRING","combined_score",411
"CLPP","HSD17B8","STRING","coexpression_transferred",48
"CLPP","HSD17B8","STRING","experiments_transferred",101
"CLPP","HSD17B8","STRING","textmining",96
"CLPP","HSD17B8","STRING","textmining_transferred",63
"CLPP","HSD17B8","STRING","combined_score",178
"CLPP","MRPS5","STRING","neighborhood_transferred",60
"CLPP","MRPS5","STRING","coexpression",48
"CLPP","MRPS5","STRING","coexpression_transferred",89
"CLPP","MRPS5","STRING","textmining",417
"CLPP","MRPS5","STRING","textmining_transferred",303
"CLPP","MRPS5","STRING","combined_score",608
"CLPP","DECR1","STRING","experiments_transferred",143
"CLPP","DECR1","STRING","textmining_transferred",63
"CLPP","DECR1","STRING","combined_score",162
"CLPP","MRPS26","STRING","coexpression",110
"CLPP","MRPS26","STRING","coexpression_transferred",138
"CLPP","MRPS26","STRING","experiments",117
"CLPP","MRPS26","STRING","textmining",45
"CLPP","MRPS26","STRING","combined_score",266
"CLPP","STOML2","STRING","coexpression",140
"CLPP","STOML2","STRING","coexpression_transferred",199
"CLPP","STOML2","STRING","textmining_transferred",187
"CLPP","STOML2","STRING","combined_score",391
"CLPP","MSRB2","STRING","textmining",138
"CLPP","MSRB2","STRING","textmining_transferred",208
"CLPP","MSRB2","STRING","combined_score",288
"CLPP","TOMM40","STRING","coexpression",88
"CLPP","TOMM40","STRING","coexpression_transferred",109
"CLPP","TOMM40","STRING","textmining",203
"CLPP","TOMM40","STRING","textmining_transferred",79
"CLPP","TOMM40","STRING","combined_score",323
"CLPP","ALKBH7","STRING","coexpression",65
"CLPP","ALKBH7","STRING","coexpression_transferred",187
"CLPP","ALKBH7","STRING","textmining",125
"CLPP","ALKBH7","STRING","combined_score",276
"CLPP","SSBP1","STRING","coexpression_transferred",109
"CLPP","SSBP1","STRING","experiments",128
"CLPP","SSBP1","STRING","textmining",167
"CLPP","SSBP1","STRING","textmining_transferred",197
"CLPP","SSBP1","STRING","combined_score",410
"CLPP","MRPL27","STRING","coexpression",73
"CLPP","MRPL27","STRING","coexpression_transferred",148
"CLPP","MRPL27","STRING","combined_score",176
"CLPP","ATAD3A","STRING","coexpression",65
"CLPP","ATAD3A","STRING","coexpression_transferred",122
"CLPP","ATAD3A","STRING","textmining",107
"CLPP","ATAD3A","STRING","textmining_transferred",76
"CLPP","ATAD3A","STRING","combined_score",231
"CLPP","MRPL37","STRING","coexpression",63
"CLPP","MRPL37","STRING","coexpression_transferred",82
"CLPP","MRPL37","STRING","textmining",162
"CLPP","MRPL37","STRING","combined_score",216
"CLPP","PTGES2","STRING","coexpression",114
"CLPP","PTGES2","STRING","coexpression_transferred",99
"CLPP","PTGES2","STRING","combined_score",167
"CLPP","TXNRD2","STRING","neighborhood_transferred",43
"CLPP","TXNRD2","STRING","coexpression",49
"CLPP","TXNRD2","STRING","coexpression_transferred",63
"CLPP","TXNRD2","STRING","textmining",70
"CLPP","TXNRD2","STRING","textmining_transferred",190
"CLPP","TXNRD2","STRING","combined_score",240
"CLPP","MRPL41","STRING","coexpression",62
"CLPP","MRPL41","STRING","coexpression_transferred",183
"CLPP","MRPL41","STRING","combined_score",200
"CLPP","MRPL23","STRING","coexpression",272
"CLPP","MRPL23","STRING","coexpression_transferred",122
"CLPP","MRPL23","STRING","combined_score",333
"CLPP","GCAT","STRING","neighborhood_transferred",79
"CLPP","GCAT","STRING","coexpression_transferred",64
"CLPP","GCAT","STRING","textmining_transferred",176
"CLPP","GCAT","STRING","combined_score",227
"CLPP","ATP5G3","STRING","coexpression_transferred",66
"CLPP","ATP5G3","STRING","textmining_transferred",142
"CLPP","ATP5G3","STRING","combined_score",164
"CLPP","MTG2","STRING","neighborhood_transferred",155
"CLPP","MTG2","STRING","coexpression_transferred",77
"CLPP","MTG2","STRING","experiments",216
"CLPP","MTG2","STRING","textmining_transferred",143
"CLPP","MTG2","STRING","combined_score",405
"CLPP","PC","STRING","textmining",486
"CLPP","PC","STRING","combined_score",485
"CLPP","TIMM17B","STRING","coexpression_transferred",181
"CLPP","TIMM17B","STRING","textmining",151
"CLPP","TIMM17B","STRING","textmining_transferred",356
"CLPP","TIMM17B","STRING","combined_score",513
"CLPP","TUFM","STRING","neighborhood_transferred",47
"CLPP","TUFM","STRING","coexpression",152
"CLPP","TUFM","STRING","coexpression_transferred",430
"CLPP","TUFM","STRING","experiments",95
"CLPP","TUFM","STRING","experiments_transferred",50
"CLPP","TUFM","STRING","textmining",264
"CLPP","TUFM","STRING","textmining_transferred",380
"CLPP","TUFM","STRING","combined_score",767
"CLPP","TIMM23","STRING","coexpression_transferred",69
"CLPP","TIMM23","STRING","textmining",52
"CLPP","TIMM23","STRING","textmining_transferred",191
"CLPP","TIMM23","STRING","combined_score",223
"CLPP","RMND1","STRING","coexpression",426
"CLPP","RMND1","STRING","coexpression_transferred",62
"CLPP","RMND1","STRING","textmining",71
"CLPP","RMND1","STRING","combined_score",456
"CLPP","NDUFAB1","STRING","neighborhood_transferred",54
"CLPP","NDUFAB1","STRING","coexpression",83
"CLPP","NDUFAB1","STRING","coexpression_transferred",87
"CLPP","NDUFAB1","STRING","textmining",66
"CLPP","NDUFAB1","STRING","textmining_transferred",190
"CLPP","NDUFAB1","STRING","combined_score",291
"CLPP","NDUFS3","STRING","neighborhood_transferred",51
"CLPP","NDUFS3","STRING","coexpression",100
"CLPP","NDUFS3","STRING","coexpression_transferred",111
"CLPP","NDUFS3","STRING","experiments",259
"CLPP","NDUFS3","STRING","textmining",234
"CLPP","NDUFS3","STRING","textmining_transferred",389
"CLPP","NDUFS3","STRING","combined_score",675
"CLPP","MRPS25","STRING","coexpression",88
"CLPP","MRPS25","STRING","coexpression_transferred",144
"CLPP","MRPS25","STRING","combined_score",185
"CLPP","DHRS4","STRING","coexpression",45
"CLPP","DHRS4","STRING","experiments_transferred",143
"CLPP","DHRS4","STRING","textmining_transferred",63
"CLPP","DHRS4","STRING","combined_score",166
"CLPP","CARS2","STRING","neighborhood_transferred",136
"CLPP","CARS2","STRING","coexpression_transferred",62
"CLPP","CARS2","STRING","experiments",114
"CLPP","CARS2","STRING","textmining",60
"CLPP","CARS2","STRING","textmining_transferred",67
"CLPP","CARS2","STRING","combined_score",255
"CLPP","NDUFB7","STRING","coexpression",190
"CLPP","NDUFB7","STRING","coexpression_transferred",717
"CLPP","NDUFB7","STRING","textmining",113
"CLPP","NDUFB7","STRING","combined_score",778
"CLPP","GLRX2","STRING","neighborhood_transferred",76
"CLPP","GLRX2","STRING","coexpression_transferred",62
"CLPP","GLRX2","STRING","textmining",153
"CLPP","GLRX2","STRING","textmining_transferred",76
"CLPP","GLRX2","STRING","combined_score",230
"CLPP","SCO2","STRING","coexpression",46
"CLPP","SCO2","STRING","coexpression_transferred",62
"CLPP","SCO2","STRING","textmining",134
"CLPP","SCO2","STRING","textmining_transferred",120
"CLPP","SCO2","STRING","combined_score",226
"CLPP","HSD17B10","STRING","coexpression",65
"CLPP","HSD17B10","STRING","coexpression_transferred",64
"CLPP","HSD17B10","STRING","textmining",134
"CLPP","HSD17B10","STRING","combined_score",175
"CLPP","RPUSD3","STRING","coexpression",89
"CLPP","RPUSD3","STRING","coexpression_transferred",81
"CLPP","RPUSD3","STRING","textmining_transferred",143
"CLPP","RPUSD3","STRING","combined_score",219
"CLPP","COX8A","STRING","coexpression",154
"CLPP","COX8A","STRING","coexpression_transferred",62
"CLPP","COX8A","STRING","textmining",112
"CLPP","COX8A","STRING","textmining_transferred",55
"CLPP","COX8A","STRING","combined_score",244
"CLPP","VARS2","STRING","neighborhood_transferred",219
"CLPP","VARS2","STRING","coexpression",53
"CLPP","VARS2","STRING","coexpression_transferred",65
"CLPP","VARS2","STRING","textmining",62
"CLPP","VARS2","STRING","textmining_transferred",61
"CLPP","VARS2","STRING","combined_score",279
"CLPP","MRPL54","STRING","coexpression",73
"CLPP","MRPL54","STRING","coexpression_transferred",90
"CLPP","MRPL54","STRING","textmining",53
"CLPP","MRPL54","STRING","textmining_transferred",64
"CLPP","MRPL54","STRING","combined_score",152
"CLPP","MRPL38","STRING","coexpression",70
"CLPP","MRPL38","STRING","coexpression_transferred",180
"CLPP","MRPL38","STRING","textmining_transferred",60
"CLPP","MRPL38","STRING","combined_score",220
"CLPP","MRPL58","STRING","neighborhood_transferred",176
"CLPP","MRPL58","STRING","coexpression",125
"CLPP","MRPL58","STRING","coexpression_transferred",241
"CLPP","MRPL58","STRING","textmining",70
"CLPP","MRPL58","STRING","textmining_transferred",214
"CLPP","MRPL58","STRING","combined_score",527
"CLPP","COX10","STRING","coexpression_transferred",66
"CLPP","COX10","STRING","textmining",82
"CLPP","COX10","STRING","textmining_transferred",109
"CLPP","COX10","STRING","combined_score",169
"CLPP","MRM3","STRING","neighborhood_transferred",57
"CLPP","MRM3","STRING","coexpression",146
"CLPP","MRM3","STRING","coexpression_transferred",92
"CLPP","MRM3","STRING","textmining_transferred",77
"CLPP","MRM3","STRING","combined_score",234
"CLPP","AK2","STRING","neighborhood_transferred",70
"CLPP","AK2","STRING","coexpression_transferred",62
"CLPP","AK2","STRING","experiments_transferred",56
"CLPP","AK2","STRING","textmining_transferred",187
"CLPP","AK2","STRING","combined_score",240
"CLPP","NOA1","STRING","neighborhood_transferred",70
"CLPP","NOA1","STRING","coexpression_transferred",90
"CLPP","NOA1","STRING","textmining",305
"CLPP","NOA1","STRING","textmining_transferred",80
"CLPP","NOA1","STRING","combined_score",386
"CLPP","NDUFA3","STRING","coexpression_transferred",179
"CLPP","NDUFA3","STRING","combined_score",179
"CLPP","PDSS1","STRING","neighborhood_transferred",86
"CLPP","PDSS1","STRING","coexpression_transferred",82
"CLPP","PDSS1","STRING","textmining",48
"CLPP","PDSS1","STRING","textmining_transferred",84
"CLPP","PDSS1","STRING","combined_score",170
"CLPP","NDUFAF6","STRING","neighborhood_transferred",75
"CLPP","NDUFAF6","STRING","textmining",61
"CLPP","NDUFAF6","STRING","textmining_transferred",101
"CLPP","NDUFAF6","STRING","combined_score",150
"CLPP","GLRX5","STRING","coexpression",45
"CLPP","GLRX5","STRING","coexpression_transferred",63
"CLPP","GLRX5","STRING","textmining",155
"CLPP","GLRX5","STRING","textmining_transferred",101
"CLPP","GLRX5","STRING","combined_score",229
"CLPP","MRPS11","STRING","neighborhood_transferred",134
"CLPP","MRPS11","STRING","coexpression",147
"CLPP","MRPS11","STRING","coexpression_transferred",417
"CLPP","MRPS11","STRING","textmining",45
"CLPP","MRPS11","STRING","textmining_transferred",302
"CLPP","MRPS11","STRING","combined_score",660
"CLPP","ECI1","STRING","coexpression",129
"CLPP","ECI1","STRING","coexpression_transferred",61
"CLPP","ECI1","STRING","textmining_transferred",98
"CLPP","ECI1","STRING","combined_score",197
"CLPP","NDUFB3","STRING","coexpression",45
"CLPP","NDUFB3","STRING","coexpression_transferred",62
"CLPP","NDUFB3","STRING","textmining",128
"CLPP","NDUFB3","STRING","textmining_transferred",78
"CLPP","NDUFB3","STRING","combined_score",183
"CLPP","SARS2","STRING","coexpression",82
"CLPP","SARS2","STRING","coexpression_transferred",84
"CLPP","SARS2","STRING","textmining",194
"CLPP","SARS2","STRING","textmining_transferred",243
"CLPP","SARS2","STRING","combined_score",418
"CLPP","GRHPR","STRING","neighborhood_transferred",148
"CLPP","GRHPR","STRING","coexpression",77
"CLPP","GRHPR","STRING","coexpression_transferred",66
"CLPP","GRHPR","STRING","combined_score",201
"CLPP","MTFMT","STRING","neighborhood_transferred",71
"CLPP","MTFMT","STRING","coexpression_transferred",65
"CLPP","MTFMT","STRING","textmining",142
"CLPP","MTFMT","STRING","textmining_transferred",66
"CLPP","MTFMT","STRING","combined_score",210
"CLPP","NDUFA13","STRING","coexpression",278
"CLPP","NDUFA13","STRING","coexpression_transferred",344
"CLPP","NDUFA13","STRING","textmining_transferred",49
"CLPP","NDUFA13","STRING","combined_score",510
"CLPP","NAXE","STRING","neighborhood_transferred",167
"CLPP","NAXE","STRING","coexpression_transferred",66
"CLPP","NAXE","STRING","combined_score",188
"CLPP","TMEM11","STRING","coexpression",73
"CLPP","TMEM11","STRING","coexpression_transferred",146
"CLPP","TMEM11","STRING","combined_score",174
"CLPP","NDUFA11","STRING","coexpression",88
"CLPP","NDUFA11","STRING","coexpression_transferred",514
"CLPP","NDUFA11","STRING","textmining",74
"CLPP","NDUFA11","STRING","combined_score",553
"CLPP","AURKAIP1","STRING","coexpression",140
"CLPP","AURKAIP1","STRING","coexpression_transferred",246
"CLPP","AURKAIP1","STRING","experiments",108
"CLPP","AURKAIP1","STRING","combined_score",371
"CLPP","SHMT2","STRING","neighborhood_transferred",210
"CLPP","SHMT2","STRING","coexpression",103
"CLPP","SHMT2","STRING","coexpression_transferred",103
"CLPP","SHMT2","STRING","experiments",118
"CLPP","SHMT2","STRING","textmining",143
"CLPP","SHMT2","STRING","textmining_transferred",260
"CLPP","SHMT2","STRING","combined_score",561
"CLPP","MRPL14","STRING","coexpression",92
"CLPP","MRPL14","STRING","coexpression_transferred",144
"CLPP","MRPL14","STRING","textmining",194
"CLPP","MRPL14","STRING","textmining_transferred",141
"CLPP","MRPL14","STRING","combined_score",389
"CLPP","MRPS24","STRING","coexpression",77
"CLPP","MRPS24","STRING","coexpression_transferred",144
"CLPP","MRPS24","STRING","combined_score",176
"CLPP","GSR","STRING","neighborhood_transferred",43
"CLPP","GSR","STRING","coexpression_transferred",65
"CLPP","GSR","STRING","textmining",67
"CLPP","GSR","STRING","textmining_transferred",190
"CLPP","GSR","STRING","combined_score",233
"CLPP","ENDOG","STRING","coexpression",96
"CLPP","ENDOG","STRING","coexpression_transferred",108
"CLPP","ENDOG","STRING","textmining",390
"CLPP","ENDOG","STRING","textmining_transferred",208
"CLPP","ENDOG","STRING","combined_score",558
"CLPP","TRMU","STRING","neighborhood_transferred",256
"CLPP","TRMU","STRING","coexpression_transferred",65
"CLPP","TRMU","STRING","textmining",323
"CLPP","TRMU","STRING","textmining_transferred",297
"CLPP","TRMU","STRING","combined_score",624
"CLPP","GADD45GIP1","STRING","coexpression",65
"CLPP","GADD45GIP1","STRING","coexpression_transferred",394
"CLPP","GADD45GIP1","STRING","textmining",123
"CLPP","GADD45GIP1","STRING","textmining_transferred",77
"CLPP","GADD45GIP1","STRING","combined_score",479
"CLPP","ROMO1","STRING","coexpression",66
"CLPP","ROMO1","STRING","coexpression_transferred",243
"CLPP","ROMO1","STRING","combined_score",262
"CLPP","PRDX5","STRING","coexpression_transferred",66
"CLPP","PRDX5","STRING","textmining",139
"CLPP","PRDX5","STRING","textmining_transferred",62
"CLPP","PRDX5","STRING","combined_score",179
"CLPP","OXA1L","STRING","coexpression",77
"CLPP","OXA1L","STRING","coexpression_transferred",63
"CLPP","OXA1L","STRING","textmining",203
"CLPP","OXA1L","STRING","textmining_transferred",142
"CLPP","OXA1L","STRING","combined_score",329
"CLPP","COASY","STRING","neighborhood_transferred",48
"CLPP","COASY","STRING","coexpression",77
"CLPP","COASY","STRING","coexpression_transferred",62
"CLPP","COASY","STRING","textmining",59
"CLPP","COASY","STRING","textmining_transferred",137
"CLPP","COASY","STRING","combined_score",208
"CLPP","GLOD4","STRING","neighborhood_transferred",59
"CLPP","GLOD4","STRING","coexpression_transferred",62
"CLPP","GLOD4","STRING","textmining_transferred",189
"CLPP","GLOD4","STRING","combined_score",221
"CLPP","PDF","STRING","neighborhood_transferred",295
"CLPP","PDF","STRING","coexpression",100
"CLPP","PDF","STRING","coexpression_transferred",84
"CLPP","PDF","STRING","textmining",260
"CLPP","PDF","STRING","textmining_transferred",107
"CLPP","PDF","STRING","combined_score",545
"CLPP","HDHD5","STRING","coexpression",117
"CLPP","HDHD5","STRING","coexpression_transferred",86
"CLPP","HDHD5","STRING","textmining_transferred",67
"CLPP","HDHD5","STRING","combined_score",181
"CLPP","GFER","STRING","coexpression_transferred",195
"CLPP","GFER","STRING","textmining",61
"CLPP","GFER","STRING","combined_score",211
"CLPP","GTPBP3","STRING","coexpression_transferred",65
"CLPP","GTPBP3","STRING","textmining",294
"CLPP","GTPBP3","STRING","textmining_transferred",294
"CLPP","GTPBP3","STRING","combined_score",493
"CLPP","PPOX","STRING","neighborhood_transferred",137
"CLPP","PPOX","STRING","coexpression",42
"CLPP","PPOX","STRING","coexpression_transferred",62
"CLPP","PPOX","STRING","textmining",53
"CLPP","PPOX","STRING","textmining_transferred",107
"CLPP","PPOX","STRING","combined_score",224
"CLPP","SIRT3","STRING","coexpression",45
"CLPP","SIRT3","STRING","coexpression_transferred",62
"CLPP","SIRT3","STRING","textmining",241
"CLPP","SIRT3","STRING","textmining_transferred",71
"CLPP","SIRT3","STRING","combined_score",283
"CLPP","IMMP1L","STRING","coexpression_transferred",108
"CLPP","IMMP1L","STRING","textmining",193
"CLPP","IMMP1L","STRING","textmining_transferred",461
"CLPP","IMMP1L","STRING","combined_score",578
"CLPP","ATP5J2","STRING","coexpression",97
"CLPP","ATP5J2","STRING","coexpression_transferred",66
"CLPP","ATP5J2","STRING","textmining",82
"CLPP","ATP5J2","STRING","textmining_transferred",139
"CLPP","ATP5J2","STRING","combined_score",244
"CLPP","HOGA1","STRING","neighborhood_transferred",177
"CLPP","HOGA1","STRING","coexpression_transferred",63
"CLPP","HOGA1","STRING","textmining_transferred",252
"CLPP","HOGA1","STRING","combined_score",372
"CLPP","GCSH","STRING","neighborhood_transferred",69
"CLPP","GCSH","STRING","coexpression",153
"CLPP","GCSH","STRING","coexpression_transferred",63
"CLPP","GCSH","STRING","combined_score",196
"CLPP","TST","STRING","experiments",114
"CLPP","TST","STRING","experiments_transferred",60
"CLPP","TST","STRING","textmining",113
"CLPP","TST","STRING","textmining_transferred",52
"CLPP","TST","STRING","combined_score",205
"CLPP","MDH1","STRING","coexpression_transferred",66
"CLPP","MDH1","STRING","textmining",119
"CLPP","MDH1","STRING","textmining_transferred",165
"CLPP","MDH1","STRING","combined_score",252
"CLPP","PTCD1","STRING","coexpression",87
"CLPP","PTCD1","STRING","coexpression_transferred",63
"CLPP","PTCD1","STRING","textmining",182
"CLPP","PTCD1","STRING","textmining_transferred",261
"CLPP","PTCD1","STRING","combined_score",413
"CLPP","CHCHD2","STRING","coexpression_transferred",83
"CLPP","CHCHD2","STRING","experiments",258
"CLPP","CHCHD2","STRING","textmining_transferred",43
"CLPP","CHCHD2","STRING","combined_score",291
"CLPP","ELAC2","STRING","coexpression",78
"CLPP","ELAC2","STRING","coexpression_transferred",66
"CLPP","ELAC2","STRING","textmining",181
"CLPP","ELAC2","STRING","textmining_transferred",78
"CLPP","ELAC2","STRING","combined_score",262
"CLPP","FIS1","STRING","coexpression",109
"CLPP","FIS1","STRING","coexpression_transferred",82
"CLPP","FIS1","STRING","textmining",310
"CLPP","FIS1","STRING","textmining_transferred",132
"CLPP","FIS1","STRING","combined_score",444
"CLPP","PRELID1","STRING","coexpression",104
