"row","col","similarity","cancer"
"CLPX","GRPEL2",0.481481481481482,"STAD"
"AFG3L2","GRPEL2",0.314655172413793,"STAD"
"HTRA2","GRPEL2",0,"STAD"
"DNAJC19","GRPEL2",0.0378548895899053,"STAD"
"HSPA9","HSCB",0.045673076923077,"STAD"
"HSPD1","HSCB",0.0786026200873363,"STAD"
"HSPE1","HSCB",0.211678832116788,"STAD"
"SPG7","HSCB",0,"STAD"
"CLPP","HSCB",0.201277955271565,"STAD"
"DNAJA3","HSCB",0.0254957507082153,"STAD"
"LONP1","HSCB",0.0179856115107914,"STAD"
"TRAP1","HSCB",0.028061224489796,"STAD"
"YME1L1","HSCB",0,"STAD"
"CLPX","HSCB",0.00398406374501992,"STAD"
"AFG3L2","HSCB",0.00362318840579701,"STAD"
"HTRA2","HSCB",0.0427350427350428,"STAD"
"DNAJC19","HSCB",0.387096774193548,"STAD"
"GRPEL2","HSCB",0.00401606425702816,"STAD"
"HSPA9","HSPD1",0.368600682593857,"THCA"
"HSPA9","HSPE1",0.0273037542662117,"THCA"
"HSPD1","HSPE1",0.0130151843817787,"THCA"
"HSPA9","SPG7",0.0441826215022092,"THCA"
"HSPD1","SPG7",0,"THCA"
"HSPE1","SPG7",0.345486111111111,"THCA"
"HSPA9","CLPP",0.00777604976671853,"THCA"
"HSPD1","CLPP",0.00588235294117656,"THCA"
"HSPE1","CLPP",0.619047619047619,"THCA"
"SPG7","CLPP",0.405821917808219,"THCA"
"HSPA9","DNAJA3",0.611702127659574,"THCA"
"HSPD1","DNAJA3",0.246031746031746,"THCA"
"HSPE1","DNAJA3",0.0599369085173502,"THCA"
"SPG7","DNAJA3",0.120863309352518,"THCA"
"CLPP","DNAJA3",0.0637037037037037,"THCA"
"HSPA9","LONP1",0.0405063291139242,"THCA"
"HSPD1","LONP1",0.0615384615384614,"THCA"
"HSPE1","LONP1",0.223076923076923,"THCA"
"SPG7","LONP1",0.0936329588014981,"THCA"
"CLPP","LONP1",0.297766749379653,"THCA"
"DNAJA3","LONP1",0.108294930875576,"THCA"
"HSPA9","TRAP1",0.312703583061889,"THCA"
"HSPD1","TRAP1",0.46448087431694,"THCA"
"HSPE1","TRAP1",0.00860215053763436,"THCA"
"SPG7","TRAP1",0.00173913043478258,"THCA"
"CLPP","TRAP1",0.0218253968253967,"THCA"
"DNAJA3","TRAP1",0.295890410958904,"THCA"
"LONP1","TRAP1",0.094488188976378,"THCA"
"HSPA9","YME1L1",0.58974358974359,"THCA"
"HSPD1","YME1L1",0.362264150943396,"THCA"
"HSPE1","YME1L1",0,"THCA"
"SPG7","YME1L1",0.0075301204819278,"THCA"
"CLPP","YME1L1",0,"THCA"
"DNAJA3","YME1L1",0.383863080684597,"THCA"
"LONP1","YME1L1",0.00542005420054203,"THCA"
"TRAP1","YME1L1",0.282685512367491,"THCA"
"HSPA9","CLPX",0.342592592592593,"THCA"
"HSPD1","CLPX",0.293103448275862,"THCA"
"HSPE1","CLPX",0,"THCA"
"SPG7","CLPX",0.00495867768595049,"THCA"
"CLPP","CLPX",0,"THCA"
"DNAJA3","CLPX",0.246913580246914,"THCA"
"LONP1","CLPX",0.00649350649350655,"THCA"
"TRAP1","CLPX",0.31304347826087,"THCA"
"YME1L1","CLPX",0.501901140684411,"THCA"
"HSPA9","AFG3L2",0.635204081632653,"THCA"
"HSPD1","AFG3L2",0.234146341463415,"THCA"
"HSPE1","AFG3L2",0.0427728613569321,"THCA"
"SPG7","AFG3L2",0.152974504249292,"THCA"
"CLPP","AFG3L2",0.0300957592339262,"THCA"
"DNAJA3","AFG3L2",0.688836104513064,"THCA"
"LONP1","AFG3L2",0.0466531440162271,"THCA"
"TRAP1","AFG3L2",0.23002421307506,"THCA"
"YME1L1","AFG3L2",0.45873786407767,"THCA"
"CLPX","AFG3L2",0.270588235294118,"THCA"
"HSPA9","HTRA2",0.00193798449612403,"THCA"
"HSPD1","HTRA2",0,"THCA"
"HSPE1","HTRA2",0.251072961373391,"THCA"
"SPG7","HTRA2",0.332046332046332,"THCA"
"CLPP","HTRA2",0.329809725158562,"THCA"
"DNAJA3","HTRA2",0.0262237762237763,"THCA"
"LONP1","HTRA2",0.0980392156862745,"THCA"
"TRAP1","HTRA2",0.024,"THCA"
"YME1L1","HTRA2",0,"THCA"
"CLPX","HTRA2",0.00240963855421683,"THCA"
"AFG3L2","HTRA2",0.0146818923327896,"THCA"
"HSPA9","DNAJC19",0.058047493403694,"THCA"
"HSPD1","DNAJC19",0.0121396054628224,"THCA"
"HSPE1","DNAJC19",0.541740674955595,"THCA"
"SPG7","DNAJC19",0.598360655737705,"THCA"
"CLPP","DNAJC19",0.559726962457338,"THCA"
"DNAJA3","DNAJC19",0.159574468085106,"THCA"
"LONP1","DNAJC19",0.169257340241796,"THCA"
"TRAP1","DNAJC19",0.0276497695852534,"THCA"
"YME1L1","DNAJC19",0.00395256916996045,"THCA"
"CLPX","DNAJC19",0.00718390804597691,"THCA"
"AFG3L2","DNAJC19",0.146649810366625,"THCA"
"HTRA2","DNAJC19",0.322635135135135,"THCA"
"HSPA9","GRPEL2",0.264631043256997,"THCA"
"HSPD1","GRPEL2",0.0553935860058309,"THCA"
"HSPE1","GRPEL2",0.0523364485981308,"THCA"
"SPG7","GRPEL2",0.215970961887477,"THCA"
"CLPP","GRPEL2",0.01669449081803,"THCA"
"DNAJA3","GRPEL2",0.309468822170901,"THCA"
"LONP1","GRPEL2",0.00269541778975746,"THCA"
"TRAP1","GRPEL2",0.0550724637681159,"THCA"
"YME1L1","GRPEL2",0.199475065616798,"THCA"
"CLPX","GRPEL2",0.128205128205128,"THCA"
"AFG3L2","GRPEL2",0.387096774193548,"THCA"
"HTRA2","GRPEL2",0.0551876379690949,"THCA"
"DNAJC19","GRPEL2",0.177469135802469,"THCA"
"HSPA9","HSCB",0,"THCA"
"HSPD1","HSCB",0,"THCA"
"HSPE1","HSCB",0.5720823798627,"THCA"
"SPG7","HSCB",0.397887323943662,"THCA"
"CLPP","HSCB",0.658371040723982,"THCA"
"DNAJA3","HSCB",0.0237037037037037,"THCA"
"LONP1","HSCB",0.198067632850242,"THCA"
"TRAP1","HSCB",0.0145530145530145,"THCA"
"YME1L1","HSCB",0,"THCA"
"CLPX","HSCB",0,"THCA"
"AFG3L2","HSCB",0.0125523012552301,"THCA"
"HTRA2","HSCB",0.42654028436019,"THCA"
"DNAJC19","HSCB",0.545296167247387,"THCA"
"GRPEL2","HSCB",0.0337477797513321,"THCA"
"HSPA9","HSPD1",0.748677248677249,"UCEC"
"HSPA9","HSPE1",0.218061674008811,"UCEC"
"HSPD1","HSPE1",0.303529411764706,"UCEC"
"HSPA9","SPG7",0,"UCEC"
"HSPD1","SPG7",0,"UCEC"
"HSPE1","SPG7",0,"UCEC"
"HSPA9","CLPP",0.0516129032258065,"UCEC"
"HSPD1","CLPP",0.038135593220339,"UCEC"
"HSPE1","CLPP",0.0268817204301076,"UCEC"
"SPG7","CLPP",0.0555555555555556,"UCEC"
"HSPA9","DNAJA3",0.408571428571429,"UCEC"
"HSPD1","DNAJA3",0.342391304347826,"UCEC"
"HSPE1","DNAJA3",0.0692520775623269,"UCEC"
"SPG7","DNAJA3",0,"UCEC"
"CLPP","DNAJA3",0.102739726027397,"UCEC"
"HSPA9","LONP1",0.0684326710816776,"UCEC"
"HSPD1","LONP1",0.0520607375271149,"UCEC"
"HSPE1","LONP1",0.0272479564032697,"UCEC"
"SPG7","LONP1",0.0736842105263158,"UCEC"
"CLPP","LONP1",0.682795698924731,"UCEC"
"DNAJA3","LONP1",0.136200716845878,"UCEC"
"HSPA9","TRAP1",0.224274406332454,"UCEC"
"HSPD1","TRAP1",0.186224489795918,"UCEC"
"HSPE1","TRAP1",0.02,"UCEC"
"SPG7","TRAP1",0.0222222222222223,"UCEC"
"CLPP","TRAP1",0.186234817813765,"UCEC"
"DNAJA3","TRAP1",0.492462311557789,"UCEC"
"LONP1","TRAP1",0.236051502145923,"UCEC"
"HSPA9","YME1L1",0.562347188264059,"UCEC"
"HSPD1","YME1L1",0.513002364066194,"UCEC"
"HSPE1","YME1L1",0.115303983228512,"UCEC"
"SPG7","YME1L1",0,"UCEC"
"CLPP","YME1L1",0,"UCEC"
"DNAJA3","YME1L1",0.289617486338798,"UCEC"
"LONP1","YME1L1",0.00652173913043486,"UCEC"
"TRAP1","YME1L1",0.150649350649351,"UCEC"
"HSPA9","CLPX",0.549397590361446,"UCEC"
"HSPD1","CLPX",0.494199535962877,"UCEC"
"HSPE1","CLPX",0.112033195020747,"UCEC"
"SPG7","CLPX",0,"UCEC"
"CLPP","CLPX",0.00854700854700852,"UCEC"
"DNAJA3","CLPX",0.304109589041096,"UCEC"
"LONP1","CLPX",0.0152173913043478,"UCEC"
"TRAP1","CLPX",0.16710182767624,"UCEC"
"YME1L1","CLPX",0.772079772079772,"UCEC"
"HSPA9","AFG3L2",0.755263157894737,"UCEC"
"HSPD1","AFG3L2",0.686868686868687,"UCEC"
"HSPE1","AFG3L2",0.194029850746269,"UCEC"
"SPG7","AFG3L2",0,"UCEC"
"CLPP","AFG3L2",0.0464135021097046,"UCEC"
"DNAJA3","AFG3L2",0.404494382022472,"UCEC"
"LONP1","AFG3L2",0.0697167755991286,"UCEC"
"TRAP1","AFG3L2",0.236220472440945,"UCEC"
"YME1L1","AFG3L2",0.591133004926108,"UCEC"
"CLPX","AFG3L2",0.540284360189573,"UCEC"
"HSPA9","HTRA2",0.220744680851064,"UCEC"
"HSPD1","HTRA2",0.223404255319149,"UCEC"
"HSPE1","HTRA2",0.113924050632911,"UCEC"
"SPG7","HTRA2",0,"UCEC"
"CLPP","HTRA2",0.125,"UCEC"
"DNAJA3","HTRA2",0.321266968325792,"UCEC"
"LONP1","HTRA2",0.184100418410042,"UCEC"
"TRAP1","HTRA2",0.276699029126214,"UCEC"
"YME1L1","HTRA2",0.111675126903553,"UCEC"
"CLPX","HTRA2",0.105,"UCEC"
"AFG3L2","HTRA2",0.262872628726287,"UCEC"
"HSPA9","DNAJC19",0.263403263403263,"UCEC"
"HSPD1","DNAJC19",0.347394540942928,"UCEC"
"HSPE1","DNAJC19",0.515679442508711,"UCEC"
"SPG7","DNAJC19",0,"UCEC"
"CLPP","DNAJC19",0,"UCEC"
"DNAJA3","DNAJC19",0.0683760683760684,"UCEC"
"LONP1","DNAJC19",0,"UCEC"
"TRAP1","DNAJC19",0.00289855072463774,"UCEC"
"YME1L1","DNAJC19",0.189497716894977,"UCEC"
"CLPX","DNAJC19",0.174496644295302,"UCEC"
"AFG3L2","DNAJC19",0.25629290617849,"UCEC"
"HTRA2","DNAJC19",0.092948717948718,"UCEC"
"HSPA9","GRPEL2",0.591836734693878,"UCEC"
"HSPD1","GRPEL2",0.582278481012658,"UCEC"
"HSPE1","GRPEL2",0.222222222222222,"UCEC"
"SPG7","GRPEL2",0,"UCEC"
"CLPP","GRPEL2",0.00443458980044353,"UCEC"
"DNAJA3","GRPEL2",0.208994708994709,"UCEC"
"LONP1","GRPEL2",0.00674157303370782,"UCEC"
"TRAP1","GRPEL2",0.0835443037974684,"UCEC"
"YME1L1","GRPEL2",0.643051771117166,"UCEC"
"CLPX","GRPEL2",0.618666666666667,"UCEC"
"AFG3L2","GRPEL2",0.531553398058252,"UCEC"
"HTRA2","GRPEL2",0.0958549222797928,"UCEC"
"DNAJC19","GRPEL2",0.304123711340206,"UCEC"
"HSPA9","HSCB",0.00511508951406658,"UCEC"
"HSPD1","HSCB",0.0102564102564102,"UCEC"
"HSPE1","HSCB",0.153225806451613,"UCEC"
"SPG7","HSCB",0.0366972477064219,"UCEC"
"CLPP","HSCB",0.0471698113207547,"UCEC"
"DNAJA3","HSCB",0,"UCEC"
"LONP1","HSCB",0.0187793427230047,"UCEC"
"TRAP1","HSCB",0,"UCEC"
"YME1L1","HSCB",0,"UCEC"
"CLPX","HSCB",0,"UCEC"
"AFG3L2","HSCB",0,"UCEC"
"HTRA2","HSCB",0,"UCEC"
"DNAJC19","HSCB",0.0784313725490197,"UCEC"
"GRPEL2","HSCB",0.00847457627118653,"UCEC"
